en,md
scone,斯康
spatula,抹刀
monochrome,單色；單色調
artichoke,朝鮮薊
fright,驚嚇
taxonomy,分類學
tempest,暴風雨
constants,常數
hemorrhage,出血
palladium,鈀
bibliography,參考資料；書目
morphology,語形；構詞；形態學；型態學；地形學；語源學
philharmonic,愛樂
furlong,浪
mildew,黴；霉菌
rudder,舵；方向舵
dichotomy,二分法
stringer,特約記者；通條；小梁；支撐材；桁條
bypassing,旁路
wastage,損耗；消融；耗損量
bib,彎嘴
resonant,共振
mol,莫耳
botanic,植物學的
entropy,熵
polity,政體
bora,怖風
pseudonym,假名
insignia,徽章
telemedicine,遠距醫療
antler,鹿角；叉角
stent,支架；血管支架；目標量
inoculate,接種；接種劑
workhorse,役馬
blurring,模糊
teal,藍綠
spares,備品
incontinence,失禁；尿失禁
plumb,鉛錘
mayonnaise,蛋黃醬
atheism,無神論
greenway,綠色廊道
disembark,登陸
sleepers,枕木
osteoarthritis,骨關節炎
spleen,脾；脾臟
axiom,公設；公理
celiac,腹的；腹腔的
depository,典藏庫
capacitors,電容器
in-state,入態
photovoltaic,太陽光電
decompose,分解
antelope,羚羊
dislocation,移位；錯置；錯位；脫位；位錯；離位；差排
typewriter,打字機
deformity,變形
annals,年鑑
outboard,舷外；外板
extant,現存的
midget,侏儒
bioscience,生物科學
erectile,勃起的
telltale,顯示器；指示器
sealer,封口機
blackboard,黑板
drivetrain,傳動系統
cutback,逆轉
acoustics,聲學；音響學
ergonomics,人體工學；人因工程
repaint,再繪製
galley,廚房
terminus,終端；終點站；末站
malfeasance,不法行為
dermatology,皮膚學；皮膚病學
speck,斑點
allusion,暗喻
self-control,自我控制
milliseconds,毫秒
doorbell,門鈴
vertebrate,脊椎動物
filth,污物
leeway,偏航
embankment,堤；堤防；護岸
contra,反
speculators,投機者
blinding,瞞；堵塞
sash,窗框；門框
coder,編碼器
amputation,截肢
recline,斜倚
delinquency,犯罪行為
nourishment,養灘
discounting,折扣；折現
muffler,圍巾；消音器；滅音器
moths,蛾
flywheel,飛輪
overture,序曲
turnkey,統包
mainline,主線
midsummer,盛夏
fructose,果糖
tex,德士
melatonin,褪黑激素
gull,岩縫
dredge,浚渫
acetate,醋酸鹽
commendation,勳獎
intersperse,疏散
equalizer,平衡器；等化器
shriek,驚嘆號
meld,併合
barter,以物易物
goldfish,金魚
four-star,四星級
metastasis,轉移；腫瘤轉移
wristband,袖口
lambda,λ
retrain,重新調校
roadster,跑車
lowland,低地；低窪地
laziness,懶
sump,集水坑
violinist,小提琴家
flamingo,紅鶴
receivables,應收款
hardcover,精裝本
self-awareness,自覺；自我意識
molasses,糖蜜
prefecture,行政長官公署
paparazzi,狗仔隊
toxicology,毒物學
mixtures,混合物；合劑
hernia,疝；疝氣
yawn,呵欠
magpie,喜鵲
originator,發文者；發起者；發信者
epicentre,震央
intoxication,中毒；陶醉
snowmobile,雪車
forklift,堆高機；推高機
dud,未爆彈；啞彈；破舊衣服
emu,鴯鶓
rejuvenation,回春；還童；返老還童
postulate,假設；公設；基本假定
histogram,柱狀圖；直方圖
trims,剪餘片
incest,亂倫
garb,服裝
corticosteroid,皮質類固醇
cipher,零；密碼；編號
triplet,三胞胎；三聯體
adaptability,適應力；適應性；調適能力；適合性；適應程度；可適性
buttermilk,乳酪
receptacle,插座
linden,菩提樹
provenance,出處；來源地
denier,丹尼
invocation,調用
cacao,可可豆
crock,甕
thoracic,胸的；胸部的
emigration,遷出；移出；人口外移
cinematographer,攝影師
subsystem,次系；子系統；次系統；亞系
fragility,脆弱
invert,反轉；倒轉
tinnitus,耳鳴
subversion,顛覆
retrograde,逆行
poisons,毒藥
shunt,分流；分路；分流器
backdoor,後門
chaser,驅逐艦；驅逐機
radish,蘿蔔
scion,接穗
asymmetric,不對稱的；不對稱性；非對稱的
cutlery,刀具
effluent,出水；出流
logger,記錄器
ester,酯
impossibility,不可能性
knead,揉合
biometrics,生物特徵；生物統計學
narrows,峽；橫巷
hertz,赫；赫茲；赫玆
blacksmith,鐵匠
octagon,八角形；八邊形
tufts,絲線
ravine,溝壑；溝谷
concourse,匯流；穿堂；穿堂層
separator,隔板；分離機；分離器
rubric,評分指標；評分規準
vertigo,暈眩；眩暈
triton,氚核
annotate,註釋
annihilate,圍殲
dandelion,蒲公英
primates,靈長類
uptime,順時
adhesives,黏著劑
run-in,磨合
meteorology,氣象學
resistors,電阻器
sieve,篩；篩子
sup,啜
purifier,淨化器
shipbuilding,造船
contraceptives,避孕藥；避孕劑
reverberate,回響
conductivity,導電度；導電性；傳導性
scepticism,懷疑論；懷疑主義
quark,夸克
nervousness,神經質
secularism,政教分離
interstellar,星際
kickback,逆轉；佣金；回扣
multiplex,多工；多發性
rationality,理性；有理性
offshoot,支脈
decomposition,分解；分解作用
swathes,條區
telephoto,長鏡頭
lubrication,潤滑；潤滑作用
lucifer,螢光
pictorial,圖像的
gilt,鍍金；女豬
dimmer,調光器
seniority,資深
synapse,突觸
multiculturalism,多元文化主義
mitochondria,粒線體
crotch,叉；褲襠
assimilation,同化
crocodiles,鱷類
ejection,排出；射出；噴出；彈射；彈出；頂出；拋射
nitro,硝基
hologram,全像；立體圖像；全像攝影；全像片；全像圖
distal,末端；遠側
precondition,先決條件；前條件
three-way,三通；三路
post-production,後續處理
dolores,陣痛
glyph,字符
commonality,共通性；通用性
hydrocarbons,烴類
hoe,鋤
polyethylene,聚乙烯
industrialization,工業化
anus,肛門
sterilization,消毒；殺菌；絕育；滅菌
fascia,筋膜；肌膜
snowstorm,暴風雪
trawl,拖網
incitement,激發
foodstuff,食物
quill,鵝毛筆；絲管
reinsurance,再保；再保險
anorexia,厭食；厭食症
fissure,裂縫；裂紋；裂隙；腦溝
sediments,沉積物；沈積物
leek,韭菜
firsts,一級品
convection,對流；對流作用
methadone,美沙酮
scaffold,架構；框架；鷹架；台架
scuttle,舷窗
toothpick,牙籤
condiment,調味料
lubricate,潤滑；光滑的
overcast,陰天
aeroplane,飛機
magma,泥漿；岩漿；乳漿
aromatherapy,芳香療法
immunology,免疫學
dinghy,救生筏
annihilation,消除；消滅；互毀
disarmament,裁軍
cassava,木薯
quail,鵪鶉
overseer,監督者
nepotism,裙帶關係
skylight,天窗；天光
bony,骨質的
lightness,亮度；明度
byproduct,副產品；副產物
heifer,女牛
decoder,解碼器
debenture,信用債券
predictability,可預測性
crimp,捲曲
intrude,內突
forerunner,前湧
biofuels,生質燃料
folio,頁碼；對開本
patriarchy,父權體制；父權制
rhubarb,大黃
immunotherapy,免疫療法；免疫治療
frigate,巡防艦
spyware,間諜軟體
abstinence,戒斷；禁慾；禁斷
christen,船命名
supercomputer,超級電腦；超級計算機
decoy,誘餌；假目標
impound,扣押
potash,鉀鹽
nanotechnology,奈米科技；奈米技術
saucer,托盤
junctions,接面
esophagus,食道
chronology,年代學
hurst,森林
bushel,蒲式耳
irritant,刺激物
microfiber,微纖維
dung,糞
photosynthesis,光合作用；光合成
byline,署名
fillings,填充物
borderland,邊緣地
menstruation,月經
calligraphy,書法
chasm,裂溝
tantamount,等值
papaya,木瓜
pebbles,卵石
retrace,折返；回掃
arousal,激發；清醒；喚起
reactivate,再活化
curd,凝乳
clique,派系；死黨；集團型
mammogram,乳房攝影；乳房X光攝影
tori,隆凸
substrates,基體
urea,尿素
quotient,商；商數
demote,降級
bootstrap,啟動程式
fortification,營養強化
freehold,不動產所有權
refrigerant,冷媒
bagging,裝袋；套袋；封袋
plebiscite,公民投票
gratuity,撫卹金
edema,水腫
postmodern,後現代
hearth,爐；爐床
misfit,參差；錯置；不合身；錯合
consumerism,消費主義
veracity,準確性
dermatitis,皮膚炎；顯影劑；皮炎
protectionism,保護主義
despatch,調度
postoperative,手術後的
moat,深溝；海坑；槽溝
tunic,種皮；革囊
volta,伏打
tampon,棉球；棉塞
sweeper,掃雷艇
liquidator,清算人
courtship,求偶
halogen,鹵素
louvre,百葉窗
permutation,排列；置換
maturation,成熟；老成
brig,雙桅帆船
pessimism,悲觀
sundry,雜項
respiration,呼吸；呼吸作用
inoculation,接種；預防接種
dressings,敷料
bacterium,細菌
inhaler,吸入器
ligand,配體
kinship,親屬；親族關係
malaise,不適
fleck,落磐
informatics,資訊學
axon,軸突
placeholder,占位
bulldozer,推土機
tungsten,鎢
urbanization,都市化
socialization,社會化
invertebrate,無脊椎動物
modal,模態；調式的
magenta,洋紅；洋紅色
iterate,迭代
radiance,輻射；輻射量
hydra,水螅
subtraction,減；減法；減影
mock-up,模型；模造；實體模型
levee,堤；堤防；防洪堤
ionic,離子的
wayside,沿線
amnesia,健忘；健忘症
pamphlets,小冊子
vertebrae,脊椎骨
normalization,正常化；標準化；常態化；規格化；正規化
practicum,教學實習
cymbal,鈸
stopover,中途停留
gondola,平底船；吊艙
camcorder,攝錄影機
squint,斜視
poodle,貴賓犬
resuscitation,復甦
mulberry,桑椹
upland,高地
biomarkers,生物標記
hairline,細線
seagull,海鷗
evaluator,評鑑人員
syphilis,梅毒
foreshadow,前兆；預兆
livery,制服
sedative,鎮定劑；鎮靜劑
sponges,海綿
manger,飼料槽
sportswear,便服
harvester,收穫機
ecologist,生態學者
subunit,次單元
fertilization,施肥；受精
grainy,粒狀
watchman,看守工
sprayer,噴霧器；噴灑器
sequin,珠片
reciprocity,互惠；互惠性；互換性
maneuvering,操縱；操船
custom-made,定製
fourteenth,十四度
microbiome,微生物群系
omnibus,公共汽車
methanol,甲醇；木精
augmentation,增值；增大；增益
pull-up,拉起；上拉；拉升
transducer,轉換器
loco,機車
stings,刺；棘
flannel,法蘭絨
sweats,軟蠟
airplay,播放影帶
tailor-made,訂製
starlet,巨星
unzip,解壓縮
polycarbonate,聚碳酸酯
juxtapose,相鄰的
repeater,轉發器
distillation,蒸餾
mutilation,破壞；切斷；殘缺
femininity,女性氣質
sweetie,糖果
organics,有機物
pusher,推動器；推船
aneurysm,動脈瘤
agitator,攪拌機；攪拌器
anvil,砧；鐵砧
zeros,零點
inert,惰性；惰性的；無作用的
origami,摺紙；摺紙藝術
headroom,淨空
cellulose,纖維；纖維素；賽璐珞
juxtaposition,並列；並置；併接
co-opt,收編
interconnection,互聯；內接；互連
cultivar,栽培品種
returnee,回國人員
dissection,切割；解剖；分割；剖分；解剖分析
deformation,變形；畸形；形變
counterpoint,對位法
wheelbase,軸距
pacemaker,心律調節器；心律調整器
singularity,特殊性；奇異點
rollback,還原；轉返
ordnance,軍械
causation,因果；起因；因果關係
hemoglobin,血紅素；血色素
stadia,視距；測距儀
sandpaper,砂紙
self-sufficiency,自給自足
subculture,次文化
transverse,橫向；橫的；橫向的；橫截
grasslands,草原
adjoin,聯接
introspection,內省；自我訓練
idealism,理想主義；觀念論
brooding,育雛
lubricants,潤滑劑
abscess,膿瘍；膿腫
shockwave,爆震波
triage,檢傷分類；分診；急診檢傷分類
piedmont,山麓；山麓的
polyp,息肉
fuzz,絨毛；起毛
hickory,山核桃
nostrils,鼻孔
excavator,挖土機；挖掘機；開挖機
armament,軍械
unpredictability,不可預測性
cyborg,賽博格
diabetics,糖尿病
simplification,簡化
friendliness,親和性
dovetail,燕尾；鳩尾
accordion,手風琴
equivalence,當量
reflexes,反射
triglyceride,三酸甘油脂；三酸甘油酯
kern,疊排
booting,引導；孕穗
redraw,重繪
cornea,角膜；眼角膜
avatars,化身
minibus,小型客車
millet,小米；粟
hinterland,腹地；背地
pharmacology,藥理學；藥物學
ferret,偵察；雪貂；細帶；電子偵察機
inflection,向內彎
actuality,現場報導
catalyze,催化
carnivore,肉食性動物；肉食者；食肉動物
ver,頂點
tannin,丹寧；單寧；鞣酸；鞣質
discoloration,變色；褪色；去色
reconsideration,再議
searcher,搜尋器
snarl,扭結
atomizer,噴霧器；霧化器
modernism,現代主義；現代式
misfire,不過火；不發火
atrophy,萎縮；萎縮病
codify,編碼
detoxification,解毒
elucidate,說明
sentry,衛哨兵
intermission,間歇期
marxism,馬克思主義
timeliness,時效性
grouse,松雞
respirator,口罩；防毒面具；人工呼吸器
biodiesel,生質柴油
bookcase,書架
humidifier,加濕器
beater,浪擊
coalesce,合併
disintegration,蛻變；解體；崩解
botany,植物學
deference,推遲
caper,跳躍
applicator,器具
seduction,誘離
fowl,鳥；家禽
scraper,刮刀；鏟土機
appropriateness,適切性
husk,殼；莢
fieldwork,田野工作
hotbed,熱床
armory,軍械庫
cyberpunk,賽博龐克
transmitters,發射機
smelter,冶煉廠
plasmid,質體；細胞體
ocular,眼的；眼睛的；目鏡；眼部的；接目鏡
litigant,訴訟當事人
liqueur,香甜酒
centric,中心的
hutch,兔籠
molar,臼齒
tectonic,構造的
disinfection,消毒；消毒法；不傳染
soapy,膩；膩的；滑膩的
culpability,罪責
carcinogen,致癌物；致癌原
consumables,消耗品
shrinkage,縮；收縮
arbiter,仲裁者
parentheses,括號
bis,二度
self-isolation,自隔離
proximal,近岸的
materialism,唯物論
ballon,汽球
run-off,流失；流出；逕流；流出量
overcharge,過充電
chamomile,洋甘菊
meta-analysis,整合分析；後設分析；統合分析
rectum,直腸
impersonation,冒名頂替
compensatory,補償的；代償性；代償的
horny,角質的
ambulatory,能走動的
reheat,再熱；後燃；重熱
fawn,淡黃褐色
constance,常數
conveyance,運輸工具
oat,燕麥
misappropriation,濫用；侵占
bitumen,瀝青
honeycomb,蜂巢
cathode,陰極
roaster,電烤箱
cirque,冰斗
authorship,出處
starboard,右舷
absorber,緩衝器；吸收劑；減震器
entanglement,纏結
squatter,違章建築
tricycle,三輪車
bookkeeping,簿記
mime,默劇
flashpoint,閃點
camber,弧度；曲弧度
herbicides,除草劑；殺草劑
macrophage,巨噬細胞
handkerchief,手帕
mixers,混合器
insides,內臟
minnow,鰷魚
joist,小梁
popsicle,冰棒
amphetamine,安非他命
multiplatform,多平台
interrupts,中斷
endometriosis,子宮內膜異位；子宮內膜異位症
eyelashes,睫
caloric,熱量；卡路里的
lees,酒糟；沉積物
thrower,投擲器
suture,縫合；縫合線
imbibe,吸收；吸入
manatee,海牛
knock-on,撞出；撞出的
myeloma,骨髓瘤；骨髓癌
polypropylene,聚丙烯
beagle,米格魯犬
seabed,海床
smallpox,天花
maximal,最大
impartiality,公正；公正性
overreach,超範圍
ora,邊緣
suppressor,抑制因子
sandbag,砂包；沙袋
fluidity,流動性
polymerase,聚合酶
individualism,個人主義
readout,讀出
grapevine,小道消息
morbid,發病的
mutiny,叛變
countermeasure,對策；反制
buttress,板根；飛扶壁
backlight,背光
acacia,阿拉伯膠
drosophila,果蠅
hypertext,超文本；超文件
smoothness,光滑度；平滑度
antidepressant,抗憂鬱劑；抗抑鬱劑
extremities,肢體；四肢；末端
tolerances,公差；容差；容許度
wide-angle,廣角
distiller,蒸餾器
eau,水
acuity,敏銳度；銳敏
episodic,發作的
agar,洋菜；瓊脂
gecko,守宮
defrost,除霜
bushings,套管
malignancy,惡性；惡性腫瘤
colitis,結腸炎
germination,發芽
kilowatt,瓩；千瓦
fixer,定影液
primordial,原始的
shoal,淺灘
trajectories,軌跡線
emulsion,乳液；乳化；乳膠；膠膜；乳劑；膠液；感光乳劑
firth,岬灣
irritability,感應性
emigrant,遷出者
interlock,連鎖；聯鎖；互鎖；同步鎖定
quads,四胞胎
sienna,礦物顏料
catamaran,雙體船
home-made,自製的
gestational,妊娠的
italics,斜體字
dispersal,分散；疏散；散布
subterranean,地下的
embezzlement,侵佔
blackwater,黑水
bovine,牛；牛的
cyanide,氰化物
poplar,白楊木
bevel,斜面；削平
silt,淤泥；泥灰；粉砂
toffee,太妃糖
ostrich,鴕鳥；駝鳥
stand-in,替身
aerodynamics,空氣動力學
assemblage,組合；集聚；類聚
reinvestment,重投資
teak,柚木
lipids,酯類
bowser,加油車
absorbent,吸收的；吸收劑；吸附劑
shampoos,洗髮精
electrolytes,電解質
obstetrics,產科
phrasing,措辭
expropriation,徵收
boyhood,少年期
wale,縱目；經圈
centralize,集中
applet,小程式
chubby,圓胖的
yaw,擺動；搖動；偏轉；橫搖；偏航
soot,煙塵；煙灰；煤煙
polynomial,多項式
oar,槳
resins,樹脂；樹脂類
crusher,破碎機；壓碎機
husbandry,畜牧
khaki,卡其色
dissonance,不和諧；不諧和；失諧
asymmetry,不對稱；不對稱性；非對稱性
crosswalk,斑馬線；行人穿越道
progeny,後裔；子代
duality,對偶；二元性；二重性；對偶性；二象性
inclusions,包含；夾雜物
nodule,球；結；瘤；結核；結節；小結；團塊；小結節
hatchery,孵化場
urination,泌尿；排尿
plutonium,鈽
allegory,寓言
self-assessment,自我評估；自我評量
lakeshore,湖岸
boarder,住宿生
clarinet,單簧管
luster,光澤
shim,抑制；墊片
offsite,場外
collation,對照；核對；校核
cleft,裂；裂隙；開裂
mausoleum,陵墓
fjord,峽灣
nonviolence,非暴力
nomenclature,命名；術語；命名法
interlude,中間段
truncate,截斷；截尾；切截
backlit,背景光
confiscation,沒收
mainframe,主機；大型電腦
readability,可讀性；易讀性
strum,顫動
slurry,漿；泥漿；泥水；水泥漿；漿料；漿體
armistice,停戰
slat,橫條
lidar,光達；雷射雷達
hatchet,小斧；手斧
dialects,鄉土語言
narcissism,自戀
blackness,黑度
requisition,徵用；申請單
sedation,鎮靜
microcontroller,微控制器
cellulite,浮肉
paprika,辣椒
carbide,電石；碳化物
internals,內部零件
parton,成子
hibernation,冬眠；越冬
non-disclosure,未告知
defile,狹道；山峽
thirteenth,十三度
jettison,拋棄
granule,粒；顆粒；米粒；區組；小顆粒；小礫
maintainer,維護者
minuscule,小寫；小寫字母
conduction,傳導
truckload,整車
reintroduction,再引進
consonant,子音；共鳴的
porcupine,豪豬
tincture,色澤；酊
draught,吃水
lint,麻布；棉絨；紙毛
borehole,鑽孔
faithfulness,忠實性
dandruff,頭皮屑
strainer,濾器；過濾器
chimes,管鐘
matrices,矩陣
brisket,前胸
ridership,載客量
milieu,環境；周圍；周圍環境
rectal,直腸的
macaroni,通心麵
gallbladder,膽囊
scallops,海扇；海扇貝
prairies,大草原
gander,雄雞；雄鵝
psychotherapist,心理治療師
impoverishment,貧化
slough,泥淖；泥沼；腐肉
touchstone,試金石
patios,庭院
loon,潛鳥
glyphosate,草甘膦
ransack,檢查；搜索
ballerina,女舞者
excitation,興奮；激勵；激發；激化
timestamp,時戳
radon,氡
hypothyroidism,甲狀腺功能低下；甲狀腺低能症；甲狀腺功能低下症；甲狀腺機能低下症
antecedent,前項
minefield,雷區
plex,叢
flare-up,閃光
nymph,幼蟲；若蟲
overtone,泛音
incoherent,不同調的
isolates,隔離群
bom,漁船
ria,谷灣
intercom,對講機
platelets,血小板
exchanger,交換器
circulatory,循環的
aftershock,餘震
mallet,木槌；鼓槌；大槌
pluralism,多元主義；多元論
ex-dividend,除息
scala,階；階道
lactate,乳酸
pigmentation,著色；色素沉著；色素沈著；色素形成
storyboard,記事板
femur,股；股骨
lockup,鎖死
patina,銅綠
digitisation,數位化
bandages,繃帶
foreword,前言
orangutan,猩猩；紅毛猩猩
marten,貂
taster,撰稿
robustness,穩健；韌性；穩固性；堅固性；穩健性
albino,白化；白仔
rind,獸皮
syndication,聯貸
defibrillator,電擊器
sonnet,十四行詩
ventricle,室；心室；腦室
digitization,數位化；電子化；數字化；數據化
toenail,趾甲
padlock,掛鎖
waistline,腰線
neutrino,微中子；中微子
stingray,魟魚
paradigms,典範
bronchitis,氣管炎；支氣管炎
homeopathy,順勢療法
prosthesis,假體
amphibians,兩棲類
metaphysics,形上學；形而上學
passageway,通道
banding,成帶；帶束；綁線
cataracts,白內障
implantation,植入；著床
boldness,鮮明度
cirrhosis,硬化；肝硬化
melodrama,音樂劇；通俗劇
jut,凸出
apoptosis,細胞凋亡
isotopes,同位素
calipers,卡鉗；卡尺
methyl,甲基
chronograph,計時器；馬錶
intracellular,細胞內的
ream,令；斑紋
chit,芽
supercharger,增壓器；機械增壓器
multivitamin,綜合維生素
folate,葉酸
clench,夾鉗
cuckoo,布穀鳥
weasel,貂
razors,剃刀
manus,手
dents,凹痕
sociopath,社會病態
spectroscopy,光譜；光譜學
pathogenic,致病的
lilac,淡紫
glycogen,醣；肝醣；肝糖
spandex,彈性纖維
cuticle,角質層
humpback,駝背
eyepiece,目鏡；接目鏡
randomness,隨機；隨機性
concealment,封口；隱蔽
steels,鋼材
sounder,發聲器；測深儀；音響機
polygamy,多重性伴侶
ammonium,銨
henna,指甲花
splashes,散點
bourgeoisie,資產階級
cairn,石堆
overheads,費用
mackerel,鯖；鯖魚
bulkhead,擋土牆；防水牆
rosacea,酒渣
oscillate,振盪
centrifuge,離心機
billow,巨浪
jute,黃麻
bayonet,刺刀；卡口
bundling,成束
carbine,卡賓槍
arrhythmia,心律不整；不整脈
ventricular,室的；心室的
salinity,鹽度；含鹽量
lat,緯度
criminology,犯罪學
sequencer,定序儀
stimulants,興奮劑
subnet,子網；子網路
macular,斑的
self-taught,自主學習
pragmatism,實用主義
bitmap,圖譜；點陣圖
compendium,概要；簡述
billet,鋼環；小鋼胚；小胚
matriculation,登錄；註冊；大學入學考試
sidewall,胎側
immediacy,即時性
edibles,食用品
geyser,間歇泉
tiller,耕耘機；分蘗；舵柄
causality,因果關係；因果律；因果性
addendum,附錄；補充規定；附加物；齒冠
interceptor,攔截器；攔截機
serenade,小夜曲
generalist,通才
culvert,箱涵；涵洞
turnip,蕪菁
pitchfork,耙子
biologics,生物製劑
telemetry,遙測
fizz,嘶嘶聲
cosmology,宇宙學；宇宙論
fidget,煩燥
laxative,瀉藥；輕瀉劑
reeve,穿繩
stiffen,硬
fifteenth,十五度
solvency,償債能力
talker,話務人員；通話器
foetus,胎兒
progenitor,祖先；前身
monograph,專書；綜合報告
hypothermia,失溫；體溫過低
ellipse,橢圓；橢圓形
partisanship,黨性
crisscross,十字交叉的
methylation,甲基化
top-up,加滿
stevia,甜菊
passers-by,通行人
payee,受款人
accelerometer,加速計；加速度計
sleigh,雪撬；撬車
manipulator,機械手；操作機；操作者
tensile,張力；拉伸
kelp,海藻；海草
tonnage,噸位
softener,軟化劑；柔軟劑
calmness,靜穩度
concave,凹；凹的
bantam,矮雞
chiller,冷卻器；冰水機；冷鐵
frailty,脆弱性
self-reliance,自力更生
sledge,大鎚
virulent,有毒的
postnatal,出生後；出生後的
pollination,授粉
skimmer,溢流口
facsimile,傳真；傳真機
teapot,茶壺
aeronautics,航空學
workbench,工作台
flipper,升降舵
interactivity,互動性
subspecies,亞種
penicillin,盤尼西林；青黴素
newscast,新聞廣播
hysterectomy,子宮切除術
perennials,多年生植物
microprocessor,微處理器；微處理機
neutrons,中子
slippage,延誤；滑動
croissant,牛角麵包
chimpanzees,黑猩猩
mantel,罩；爐頭
invertebrates,無脊椎動物
servitude,地役權
exoplanet,系外行星
fallback,回落；降回
smelt,香魚
symmetric,對稱的
trawler,拖網漁船
tomography,斷層掃描；斷層掃瞄；斷層攝影
informer,告發人
high-frequency,高頻
high-intensity,高強度
mumps,腮腺炎；流行性腮腺炎
carburetor,化油器
biome,生物群系；生物群落
lymphocyte,淋巴球
mezzanine,夾層
televise,電視播送
insecticides,殺蟲劑
pseudo,假性
predisposition,性向；素因；預存立場
proletariat,無產階級
collie,牧羊犬
illiteracy,文盲
pre-election,選前
hallelujah,哈利路亞
lessee,承租人
insulator,絕緣體
glassware,玻璃器皿
mink,貂；水貂
flail,連枷
tuber,結節；塊莖
scavenge,清除；提取
derivation,衍生；誘導；導出
anode,陽極
fractal,碎形；碎型
bicarbonate,碳酸氫鹽
cardamom,豆蔻
logon,登入
amphitheatre,圓形競技場
scrapes,擦痕
gunpowder,黑火藥
uncut,毛邊
mocha,摩卡咖啡
eclipses,蝕
ophthalmology,眼學；眼科學
lobes,腦葉
middleman,中間商
enrollee,登記者
magnetism,磁性；磁力；磁學
olfactory,嗅覺的
breech,煙道；槍孔；後膛
formaldehyde,甲醛；蟻酸
crankshaft,曲軸
pheasant,雉；雉雞
disrepair,失修
periscope,潛望鏡
pico,皮
leprosy,痲瘋；麻瘋；麻風
cyclic,循環；環狀；循環的；週期的
overpass,天橋；跨越橋
triceps,三頭肌
plunger,栓；活塞
arboretum,植物園
hydrant,消防栓
spontaneity,自發性
freighter,貨輪；貨船
right-of-way,路權；地役權
mica,雲母
transpose,轉置
fine-tuning,微調
whiteness,白度
airship,飛船
superimpose,重疊
lactation,哺乳；泌乳
sandalwood,檀香；檀香木
broiler,肉雞；焙器
cobblestone,卵石；礫石
recombinant,重組
tablecloth,桌巾
diffraction,繞射
garnet,石榴石
roxy,地質師
nodal,有節的
buoyancy,浮力
margarine,人造奶油
coupler,連桿；耦合器
maggot,蛆
warplane,作戰飛機
keyed,鍵控
rotator,轉體；轉子；旋轉器
macrophages,巨噬細胞
woofer,低音喇叭；低音揚聲器
bottom-up,倒置；由下而上
coloration,色彩；上色
hexagon,六角形；六邊形
neoprene,合成橡膠；氯丁橡膠
lira,旋紋
embers,餘燼
multiplicity,多重性；多重度
solid-state,固態
collider,對撞機
disbursements,支付
ejaculation,射精
harmonica,口琴
hibernate,冬眠
chock,輪擋
absenteeism,曠職；缺勤
retraction,縮回
leukaemia,白血病
gimbal,平衡環
endorphin,內啡；腦啡
corticosteroids,皮質類固醇
interweave,組合；交織
llama,駱馬
viaduct,高架橋
oxides,氧化物
misread,錯讀
arbitrage,套利
superstore,超級商店
seaboard,海濱
phosphorylation,磷酸化
authoritarianism,威權主義；獨裁主義
extracellular,細胞外的
traceability,追溯性；追蹤能力；可追溯性
broach,鐵叉
write-off,註銷
scab,疤；結疤；疥癬
riverbank,河岸
gallows,掛架；絞架
testicular,睪丸的
metamorphosis,變形；變態；變質
jewellers,寶石匠
desalination,海水淡化；脫鹽
hyperactivity,過動；高活性
cadmium,鎘
sleet,霓；雹
pre-production,預製；前製作業
taskbar,任務帶
starlight,星光
salamander,蠑螈
acetone,丙酮；已安定
vitriol,硫酸；礬；硫酸鹽
multiverse,多元宇宙
buffering,緩衝；緩衝作用
tweezers,鑷子
inlay,鑲嵌法
planetarium,天文台；天象儀；天象館
veal,小牛肉
myocardial,心肌的
counterbalance,抗衡；均重
retry,再試
anthrax,炭疽；炭疽病
starfish,海星
overtones,泛音
conformation,構型；構形
loggerhead,赤蠵龜
concentric,同心的
redeploy,重展開
uncovers,不淹
twister,龍捲風
thrush,鵝口瘡
voids,孔洞
soya,黃豆
decrypt,解密；解碼；譯碼
armrest,扶手；肘靠
primrose,櫻草
thrombosis,栓塞；血栓形成；血栓症；血栓塞
unavailability,無效性
lethargy,停頓
fundamentalism,基本教義派
initialization,初始設定
condensate,冷凝水；濃縮物
powdery,粉狀
wheeze,哮喘
spanner,扳手；板手
atmos,大氣壓
brightening,起光
lanyard,小索；小繩
dilate,擴張
subsurface,地下
kickbacks,回衝
all-weather,全天候
indigestion,消化不良
quantification,量化；定量；定量化
headless,無頭
tie-in,連結
inhibitory,抑制
gyro,陀螺儀
altruism,利他主義
wriggle,彎曲
granules,粒劑
ketone,酮；丙酮；酮類；甲酮
appendage,附件；附屬物；附肢
outcrop,露頭
polyps,息肉；水螅體
naturalization,歸化
adjudicator,裁決者
sputter,濺鍍
atelier,工作室
navel,臍；心盤
astrophysics,天文物理；天文物理學；天體物理學
surrogacy,代孕；代孕生殖
silencer,消音器
corneal,角膜的
lessor,出租人
pop-ups,立體造形
pylon,塔門；掛架
amalgamate,合併
demarcation,分界；分隔線
teflon,鐵氟龍
inferiority,自卑感
fact-finding,事實調查
menthol,薄荷腦；薄荷醇
unisex,中性服裝
beeswax,蜜蠟；蜂蠟
malady,病
co-production,合製
cotter,栓
repulsive,排斥
ricochet,跳彈
amalgam,汞齊
indent,壓痕；凹入；縮排；鋸齒邊
cay,洲
repost,再撐
froth,泡沫；起泡
rhapsody,狂想曲
osmosis,滲透；滲透作用
subjectivity,主體性；主觀性
spotter,觀測員
linn,瀑布
